login_frequency,session_duration,app_visits,pages_viewed,cart_activity,email_open_rate,feature_usage_score,last_login_days,purchase_count,total_spend,avg_order_value,purchase_frequency,last_purchase_days,payment_failures,refund_count,subscription_status,churn,region_Europe,region_North America,region_South America,plan_type_Enterprise,plan_type_Pro
3,151.0,47,450,11,0.9828601178554204,7.490104805032897,28,26.0,4921.361176840229,189.28312218616264,2,73,1,5,1,0,0,1,0,0,0
27,198.0,1,95,19,0.5364703911884732,4.174220081527612,5,46.0,4160.473122603213,90.44506788267854,13,2,1,5,1,0,0,0,1,0,1
40,256.0,44,485,18,0.5026301156212535,3.931319904199321,16,17.0,2354.2981111858785,138.48812418740462,1,17,2,1,1,1,0,1,0,0,0
33,225.0,35,61,7,0.2577784882039913,5.253182677394701,59,1.0,2777.438458874489,2777.438458874489,19,52,0,5,1,0,0,1,0,1,0
92,177.0,11,120,6,0.7013635603104414,8.896666108556323,24,25.0,4217.457824057674,168.69831296230694,11,45,1,6,1,0,0,0,0,0,0
1,202.0,34,446,15,0.0143729517777776,1.362531760605823,37,34.0,2410.0914277711768,70.88504199326991,5,37,1,7,1,0,0,1,0,0,1
8,292.0,16,374,18,0.0495126297022935,8.243495355668248,3,39.0,1038.0583806746008,26.616881555758997,1,42,2,7,1,0,0,0,1,1,0
32,22.0,9,351,5,0.5993585871358027,4.320888513919808,29,10.0,4143.938247386383,414.39382473863833,13,44,1,8,0,0,1,0,0,1,0
48,249.0,32,52,19,0.3416745738184541,8.6915712320963,19,20.0,2693.4847314654608,134.67423657327305,8,81,4,9,1,1,0,1,0,0,1
4,156.0,15,220,10,0.9533163722009604,8.219827079522709,2,7.0,773.6825598474683,110.52607997820976,6,117,0,2,1,1,0,0,0,0,0
94,213.0,12,465,4,0.9031906907227856,4.138851226564795,22,16.0,2532.873297610144,158.304581100634,17,38,4,9,1,1,0,0,1,0,1
70,89.0,33,209,15,0.7137062586767072,7.244888817894544,50,37.0,2071.884869178325,55.99688835617096,12,99,3,6,1,0,0,1,0,1,0
19,52.0,45,307,6,0.8181455811278013,2.436694810960961,17,29.0,4385.444234089972,151.22221496861974,1,111,0,6,1,1,0,0,1,0,1
32,98.0,14,355,4,0.6673318496676933,9.066533969474092,25,12.0,639.01660248991,53.25138354082584,3,103,3,0,1,0,0,0,0,0,0
9,157.0,8,249,10,0.1255821027101606,4.640419580067185,55,17.0,4377.296924195647,257.48805436444985,14,94,1,7,1,1,0,0,0,1,0
12,104.0,8,124,14,0.7655433696892027,5.100630538196802,35,48.0,2565.9329738833208,53.45693695590251,8,6,2,3,1,1,0,0,1,0,1
11,160.0,27,35,2,0.2101919687188463,7.351831459332864,7,20.0,2027.7785056059267,101.38892528029632,11,68,4,4,1,0,0,1,0,0,1
46,11.0,12,416,4,0.3234428551001967,8.387562130343658,16,26.0,818.2162501706723,31.46985577579509,14,51,3,5,1,1,1,0,0,0,0
16,31.0,1,308,4,0.8192342121024202,3.1270846899538864,30,48.0,3507.08163356701,73.0642006993127,8,101,1,2,1,1,0,0,0,0,1
1,16.0,43,86,8,0.5365256083934482,6.952151258892959,36,19.0,4634.765478459102,243.935025182058,3,35,4,4,1,0,0,1,0,0,0
63,151.0,40,421,14,0.8599407141834092,4.527982395002336,44,47.0,1883.1329959576055,40.0666594884597,7,58,4,9,1,1,0,1,0,0,1
21,123.0,42,146,2,0.2130353198432641,4.318326316035652,56,12.0,1215.5091533474588,101.29242944562156,19,57,3,4,1,0,1,0,0,0,0
30,281.0,11,29,5,0.6077784386068872,7.210232415465892,32,21.0,2778.7859158257934,132.3231388488473,4,73,1,0,0,0,0,0,0,0,1
13,92.0,39,449,16,0.0837909725482616,4.484649467403409,26,42.0,3982.9678826850127,94.83256863535745,16,6,2,2,1,0,0,0,0,1,0
34,188.0,43,220,7,0.6430609935400297,4.114976501479669,44,34.0,28.80079580715993,0.8470822296223508,13,13,3,2,1,0,0,1,0,0,0
4,219.0,31,249,10,0.7625340377755347,8.522995673136183,3,7.0,3160.573407613192,451.5104868018845,19,59,4,0,0,0,0,1,0,1,0
28,133.0,17,48,5,0.5849308939787217,1.9114851144790568,21,45.0,2986.614843486168,66.36921874413707,5,86,4,6,1,1,1,0,0,0,0
95,122.0,33,444,7,0.2662315014988102,7.083033605471896,25,35.0,1597.5794071627586,45.64512591893596,5,92,0,0,1,1,1,0,0,1,0
59,21.0,32,277,9,0.0313426688588667,3.238528544115621,31,15.0,2262.600787988802,150.8400525325868,4,30,1,6,1,1,0,0,0,0,1
27,135.0,29,216,2,0.1194488839642857,1.1394841764357126,23,1.0,1242.3464885674864,1242.3464885674864,2,116,0,3,1,1,0,0,1,0,1
69,62.0,21,488,13,0.6223029790740262,2.500878419854228,45,26.0,3951.529832379696,151.9819166299883,13,100,2,8,1,1,0,0,0,0,1
25,292.0,21,448,13,0.9344202168425138,6.459953767982809,34,35.0,3176.329317496877,90.7522662141965,16,2,3,6,1,0,0,1,0,1,0
3,149.0,40,471,9,0.2065344039720064,7.382144723373436,36,0.0,2668.2309939745364,106.72923975898146,2,58,4,4,1,1,0,0,0,0,0
97,106.0,23,276,11,0.7350261491050988,1.1895200520068805,31,42.0,1968.7057301049576,46.87394595487995,19,36,1,6,1,0,0,0,1,0,0
68,14.0,6,163,5,0.8664510632490415,1.3278289897154814,6,15.0,1464.0080862434534,97.60053908289689,17,72,4,8,0,1,1,0,0,0,1
25,66.0,22,51,11,0.5208821784475111,9.122879033586578,32,22.0,4115.455065356723,187.0661393343965,5,45,0,9,1,0,0,0,1,1,0
20,78.0,38,420,13,0.6692657958436578,1.6597523630234785,30,6.0,2262.524275463509,377.0873792439182,18,106,0,5,0,0,0,0,1,0,1
34,127.0,37,20,1,0.8150153166761481,9.04763942754914,54,15.0,2512.222625009947,167.48150833399646,18,114,3,0,0,1,0,0,1,0,1
26,68.0,45,303,8,0.2606751577405936,3.053493223758152,11,24.0,2608.9353653983007,108.7056402249292,8,9,1,5,0,0,1,0,0,0,0
5,42.0,8,107,9,0.296895674268043,7.660160201423915,10,21.0,2247.3510078035665,107.01671465731268,15,65,1,0,0,0,0,0,1,1,0
99,59.0,41,436,16,0.0006275166284561,3.787599240514108,23,7.0,1287.8812469297343,183.9830352756764,13,77,3,3,1,1,0,0,1,0,0
61,28.0,49,284,16,0.9630941308978024,8.728768230482654,7,29.0,610.4987968128296,21.051682648718263,13,50,0,7,1,0,0,0,1,0,1
92,223.0,35,457,2,0.9175448945963448,7.304093788819221,31,32.0,501.7009631670261,15.678155098969563,16,79,0,4,1,0,0,1,0,0,0
93,206.0,11,399,18,0.7645682637594303,4.616321127415256,56,32.0,3789.737991470037,118.42931223343864,13,32,0,4,1,1,0,0,1,0,0
9,56.0,24,439,0,0.0790760209766481,1.686722087566716,37,5.0,1125.4038332845416,225.08076665690837,2,98,4,9,0,1,1,0,0,0,0
50,176.0,49,381,11,0.4475028896995081,7.594301654837263,59,4.0,287.80734662033814,71.95183665508453,3,43,2,7,0,1,0,0,1,0,0
6,298.0,21,239,6,0.1018917539715528,6.551962803686634,21,22.0,3989.611859412471,181.34599360965777,15,95,0,7,1,0,0,0,1,0,1
83,150.0,2,378,3,0.0159202672627986,1.0262054605040989,33,18.0,778.7676477746335,43.26486932081297,19,78,2,0,1,0,1,0,0,0,0
60,93.0,40,435,9,0.6161829652125973,1.0847787037520078,18,35.0,3129.4789977494365,89.4136856499839,13,54,2,4,1,0,0,0,1,0,0
44,191.0,19,229,12,0.9608294170801884,8.279136758734246,51,17.0,1699.8299245248377,99.98999556028456,5,47,1,4,1,0,1,0,0,0,0
11,88.0,39,74,1,0.90286802343215,3.3345976492166844,19,24.0,641.1364808896342,26.71402003706809,6,14,3,7,1,0,0,0,1,0,0
66,224.0,28,364,9,0.6967548149354044,6.725203009552591,55,2.0,2078.260086479256,1039.130043239628,14,48,4,0,1,0,1,0,0,0,0
47,23.0,17,241,3,0.0966405841648714,5.0879297778872274,13,13.0,83.89621705179945,6.453555157830727,4,55,2,6,0,0,0,0,1,0,0
73,224.0,6,337,17,0.2741640376723001,8.770870130695904,32,15.0,4206.814462737676,280.45429751584504,19,29,4,6,1,0,0,0,1,0,1
85,137.0,19,452,4,0.3200567268852909,9.252650017922395,9,5.0,2572.354827095868,514.4709654191736,7,47,1,8,0,0,0,1,0,0,1
88,257.0,38,61,18,0.7631500577455612,9.971269414109686,15,3.0,704.4084544307294,234.80281814357647,4,63,0,1,1,0,0,1,0,0,1
98,38.0,28,383,1,0.8022491792351141,2.383157222265221,3,37.0,1192.5317887610336,32.23058888543334,2,19,2,2,0,0,0,0,1,0,0
86,289.0,2,440,11,0.3851061229899204,8.766676418279278,26,37.0,2245.396208771248,60.68638402084454,7,91,3,3,1,0,0,0,1,0,0
3,211.0,38,385,16,0.4178839966176096,3.394192390559216,27,37.0,952.4582202495878,25.742114060799672,3,9,1,0,0,1,0,0,0,1,0
